Feature team	Prefix
Public Sector SL1	QuickLinks_ARAdministratorReportPSLinks
Public Sector SL1	QuickLinks_ControllerLinks_PS
Public Sector SL1	QuickLinks_ControllerReportLinks_PS
Public Sector SL1	QuickLinks_FinanceDirector_PS
Public Sector SL1	QuickLnks_AccountingManagerRptLinks_PS
Public Sector SL1	RoleCenterFinanceDirector
Public Sector SL1	SysManagedCode
Public Sector SL1	Tax1099BoxDetail
Public Sector SL1	TmpCust
Public Sector SL1	VendCertType
Public Sector SL1	VendCoverPage
Public Sector SL1	VendInvoiceHoldHistory
Public Sector SL1	VendInvoiceInfo_PaymentDisbursement
Public Sector SL1	VendOpenTransForm
Public Sector SL1	VendPaymentDisbursement
Public Sector SL1	YearToYearExpensesByPeriod
Public Sector SL1 Total	
	
Retail	AxdEco
Retail	AxEco
Retail	Cat
Retail	DefaultListWithDetail
Retail	DimAttributeRetail
Retail	DimAttributeOMRetailChannel
Retail	DRMReplication
Retail	EcoResAttribute
Retail	EcoResBoundedAttribute
Retail	EcoResCategory
Retail	EcoResEnumerationAttribute
Retail	EcoResProductAttribute
Retail	EcoResProductCategory
Retail	EcoResProductImage
Retail	EcoResProductRelation
Retail	EcoResSalesCategory
Retail	EcoResShopping
Retail	EcoResValue
Retail	ImageListAppl_CatDisplayCategory
Retail	MCR
Retail	QuickLinks_EmployeeLinks
Retail	Retail
Retail	RetailConcessionContractCreateInvoice
Retail	Sample_Code_Cat
Retail	SysHRP
Retail	SysSetupConfigKey
Retail	SysSetupInstaller
Retail	SysSetupTable
Retail	SysTranslation
Retail Total	
	
Server and Tools	*KernelTests
Server and Tools	AccessRightsList
Server and Tools	Administration
Server and Tools	AdObject
Server and Tools	AOS
Server and Tools	AOSLoadGen
Server and Tools	AOSSessionInfo
Server and Tools	AOTTableFieldList
Server and Tools	AxaptaUserManager
Server and Tools	AxCommon
Server and Tools	AxdPrivilegeElevationPermissio
Server and Tools	Batch
Server and Tools	BinaryTreeNode
Server and Tools	Cache
Server and Tools	ChangeCompany
Server and Tools	Common
Server and Tools	Connection
Server and Tools	ControllingKey
Server and Tools	CQ
Server and Tools	CrossCompany
Server and Tools	CryptoAPI
Server and Tools	DataArea
Server and Tools	DatabaseLog
Server and Tools	DataImportManager
Server and Tools	DataImportSessionInfo
Server and Tools	DataPartition
Server and Tools	DateTime
Server and Tools	DateTimeUtil
Server and Tools	DB_SysIssuers
Server and Tools	DEL_SysUpgradeTimeZone
Server and Tools	DictConfigurationKey
Server and Tools	DictField
Server and Tools	DictFieldGroup
Server and Tools	DictFullTextIndex
Server and Tools	DictIndex
Server and Tools	DictKernel
Server and Tools	DictLicenseCode
Server and Tools	DictRelation
Server and Tools	DictSecurityKey
Server and Tools	DictTable
Server and Tools	DictType
Server and Tools	DictView
Server and Tools	DomainInfo
Server and Tools	DomainManager
Server and Tools	FieldList
Server and Tools	Guest
Server and Tools	HierarchyDesigner
Server and Tools	ImportTableDataInfo
Server and Tools	ImportTableSchemaInfo
Server and Tools	InsertRecordset
Server and Tools	InteropPermission
Server and Tools	LEDirPartyContactInfoDeactivate 
Server and Tools	LoginProperty
Server and Tools	LogMap
Server and Tools	LOT
Server and Tools	LoX
Server and Tools	Mdm
Server and Tools	Microsoft.Dynamics.AxHierarchyBridge
Server and Tools	ModelSecPolRuntimeEx 
Server and Tools	ModelSecPolRuntimeView 
Server and Tools	My
Server and Tools	NumberSeq
Server and Tools	ObjectpermissionsReport 
Server and Tools	OCC
Server and Tools	OciConnection
Server and Tools	OdbcConnection
Server and Tools	OleCommand
Server and Tools	OM
Server and Tools	OrderGroupBy
Server and Tools	Org
Server and Tools	OverwriteSystemfieldsPermission
Server and Tools	Partition
Server and Tools	PipeClient
Server and Tools	PipeServer
Server and Tools	QE
Server and Tools	Query
Server and Tools	QueryBuildDataSource
Server and Tools	QueryBuildDynalink
Server and Tools	QueryBuildFieldList
Server and Tools	QueryBuildLink
Server and Tools	QueryBuildRange
Server and Tools	QueryFilter
Server and Tools	QueryGroupByField
Server and Tools	QueryHelper
Server and Tools	QueryMiner
Server and Tools	QueryOrderByField
Server and Tools	QueryRun
Server and Tools	RecId
Server and Tools	RecIdListBaseClass
Server and Tools	RecordInsertList
Server and Tools	RecordLinkList
Server and Tools	RecordSet
Server and Tools	RecordSortedList
Server and Tools	RecordViewCache
Server and Tools	ResultSet
Server and Tools	ResultSetMetaData
Server and Tools	RLSUnit
Server and Tools	RunAsPermission
Server and Tools	SecurableObject
Server and Tools	Security
Server and Tools	SecurityCondition
Server and Tools	SecurityContext
Server and Tools	SecurityContextElement
Server and Tools	SecurityEntryPointLink
Server and Tools	SecurityInferenceInterface
Server and Tools	SecurityInferencePermissions
Server and Tools	SecurityKeySet
Server and Tools	SecurityPermission
Server and Tools	SecurityPolicy
Server and Tools	SecurityRights
Server and Tools	SecurityRole
Server and Tools	SecurityRoleAssignmentRule
Server and Tools	SecurityRoleCondition
Server and Tools	SecurityRoleExplodedGraph
Server and Tools	SecurityRolePermissionOverride
Server and Tools	SecurityRoleTaskGrant
Server and Tools	SecuritySegregationOfDuties
Server and Tools	SecuritySegregationOfDutiesConflict
Server and Tools	SecuritySegregationOfDutiesRule
Server and Tools	SecuritySubRole
Server and Tools	SecuritySubTask
Server and Tools	SecuritySyncEngine
Server and Tools	SecurityTableRights
Server and Tools	SecurityTask
Server and Tools	SecurityTaskEntryPoint
Server and Tools	SecurityTaskExplodedGraph
Server and Tools	SecurityTaskPermission
Server and Tools	SecurityTaskPermissionOverride
Server and Tools	SecurityUserRole
Server and Tools	SecurityUserRoleCondition
Server and Tools	SecurityUtil
Server and Tools	ServiceNode
Server and Tools	ServiceOperations 
Server and Tools	ServiceReference
Server and Tools	Session
Server and Tools	SIG
Server and Tools	SkipAOSValidationPermission
Server and Tools	SQL
Server and Tools	Subquery
Server and Tools	SysActiveTempTable
Server and Tools	SysAnonymousAXBasicMaintain 
Server and Tools	SysAOS
Server and Tools	SysApplication
Server and Tools	SysAx
Server and Tools	SysBatchDialog
Server and Tools	SysBatchRecurrence
Server and Tools	SysBPCheckCodePermission
Server and Tools	SysBPCheckDuty
Server and Tools	SysBPCheckEntryPoint
Server and Tools	SysBPCheckPermission
Server and Tools	SysBPCheckPerspective
Server and Tools	SysBPCheckPolicy
Server and Tools	SysBPCheckPrivilege
Server and Tools	SysBPCheckProcess
Server and Tools	SysBPCheckQuery
Server and Tools	SysBPCheckRole
Server and Tools	SysBPCheckSecu
Server and Tools	SysBPCheckTable
Server and Tools	SysCacheFlush
Server and Tools	SysClientSessions
Server and Tools	SysClusterConfig
Server and Tools	SysCodeProfiler
Server and Tools	SysCompany
Server and Tools	SysCompanyGUIDUsers
Server and Tools	SysCompanyUser
Server and Tools	SysCompanyUserInfoWizard
Server and Tools	SysConsistency
Server and Tools	SysContainer
Server and Tools	SysCountrySpecific
Server and Tools	SysCrypto
Server and Tools	SysData
Server and Tools	SysDatabase
Server and Tools	SysDataarea
Server and Tools	SysDB
Server and Tools	SysDefaultData
Server and Tools	SysDelete
Server and Tools	SysDictConfigurationKey
Server and Tools	SysDictField
Server and Tools	SysDictIndex
Server and Tools	SysDictRelation
Server and Tools	SysDictTable
Server and Tools	SysDistinguishedName
Server and Tools	SysDomain
Server and Tools	SysEDTMigration
Server and Tools	SysEDTSetup
Server and Tools	SysEntryPoint
Server and Tools	SysEvents
Server and Tools	SysExpImp
Server and Tools	SysExportImport
Server and Tools	SysField
Server and Tools	SysFixedSchema
Server and Tools	SysFlush
Server and Tools	SysFullText
Server and Tools	SysGlobalConfiguration
Server and Tools	SysGlobalObjectCache
Server and Tools	SysGroup
Server and Tools	SysHeap
Server and Tools	SysIndex
Server and Tools	SysInhCaching
Server and Tools	SysInheritanceRelations
Server and Tools	SysLastMinute
Server and Tools	SysLastValue
Server and Tools	SysLog
Server and Tools	SysMSSQL
Server and Tools	SysObjectServer
Server and Tools	SysOcc
Server and Tools	SysOld2NewRecId
Server and Tools	SysOnline
Server and Tools	SysOpenDomain
Server and Tools	SysOracle
Server and Tools	SysPack
Server and Tools	SysPolicies
Server and Tools	SysProfile
Server and Tools	SysPseudo
Server and Tools	SysQuery
Server and Tools	SysRecId
Server and Tools	SysRecIdRepair
Server and Tools	SysRecord
Server and Tools	SysRecordLevelSecurity
Server and Tools	SysRecurrence
Server and Tools	SysRel
Server and Tools	SysRemoveConfig
Server and Tools	SysRemoveFields
Server and Tools	SysRemoveLicense
Server and Tools	SysRemoveTables
Server and Tools	SysRename
Server and Tools	SysRetry
Server and Tools	SysRTL
Server and Tools	SysRunable
Server and Tools	SysSaveable
Server and Tools	sysSaveGranular
Server and Tools	SysSec
Server and Tools	SysSecAnalysisAddin
Server and Tools	SysSecAnalysisAddInMetadataAnalyzer
Server and Tools	SysServer
Server and Tools	SysSession
Server and Tools	SysSetbasedHelper
Server and Tools	SysSetupCompanyLog
Server and Tools	SysSetupPartitionLog
Server and Tools	SysSignature
Server and Tools	SysSort
Server and Tools	SysSQL
Server and Tools	SysSQM
Server and Tools	SysStmt
Server and Tools	SysTable
Server and Tools	SysTableBrowser
Server and Tools	SysTableRowCount
Server and Tools	System.Data
Server and Tools	System.Directory
Server and Tools	System.Security
Server and Tools	SystemAdministration
Server and Tools	SystemDate
Server and Tools	SystemMonitor
Server and Tools	SysTempDB
Server and Tools	systemSequence
Server and Tools	SystemSequences
Server and Tools	SysTmpRecIdMap
Server and Tools	SysTmpRecIdMap 
Server and Tools	SysTrace
Server and Tools	SysTransactionScope
Server and Tools	SysUser
Server and Tools	SysUsersOnline
Server and Tools	SysUTC
Server and Tools	SysVariables
Server and Tools	SysViewEditMode
Server and Tools	TableCollectionList
Server and Tools	TableExtension
Server and Tools	TableLoading
Server and Tools	Timezone
Server and Tools	TmpExcel
Server and Tools	TmpDataBase
Server and Tools	TmpDefaultData
Server and Tools	TmpQuery
Server and Tools	TmpSysAXUser
Server and Tools	TmpTableIdMap
Server and Tools	TPFAOS
Server and Tools	TreeBuild
Server and Tools	tutorial_Cheque
Server and Tools	tutorial_Resources
Server and Tools	TutorialCodeProfiler
Server and Tools	UnionTest
Server and Tools	UnitOfWork
Server and Tools	UpdateRecord
Server and Tools	User
Server and Tools	ValuePaging
Server and Tools	ViewTest
Server and Tools	VirtualCompanyCreator
Server and Tools	VirtualDataAreaList
Server and Tools	xAccess
Server and Tools	xAxaptaUserDetails
Server and Tools	xAxaptaUserManager
Server and Tools	xCompany
Server and Tools	xData
Server and Tools	xDomain
Server and Tools	XDSServices
Server and Tools	xRecord
Server and Tools	xSession
Server and Tools	xSqlEnumerator
Server and Tools	xSysConfig
Server and Tools	xSysConfig
Server and Tools	xSysLastValue
Server and Tools	xSysLastValue
Server and Tools Total	
	
Service Management	*_SMA
Service Management	AutoSchedul
Service Management	AxSalesLine_SMA
Service Management	AxSMA
Service Management	AxdTestCust
Service Management	SMA
Service Management Total	
	
Setup	*SysCheckList
Setup	*SysCheckListInterface
Setup	*SysCheckListItem
Setup	*SysStartupCmd
Setup	AssemblyDeployManager
Setup	AxManagement
Setup	AxWindow
Setup	SetupPartition
Setup	SysApplicationSetup
Setup	SysAutoRun
Setup	SysCheckListItem_Synchronize
Setup	SysCheckListItemTable
Setup	SysConfig
Setup	SysFileDeploy
Setup	SysLicense
Setup	SysSetupLog
Setup	SysVersion
Setup Total	
	
Solution Architecture	DMF
Solution Architecture Total	
	
Procurement	*_InterCompany
Procurement	*_Purch
Procurement	AccountingDistributionOrder
Procurement	AssetGroupGlobal
Procurement	AssetRule
Procurement	AxdEMS
Procurement	AxInventDim_Purch
Procurement	AxMarkup
Procurement	AxPurch
Procurement	DirPartyEcoResCategory
Procurement	EcoResProcurementCategory
Procurement	Expenditure
Procurement	ExtCode
Procurement	EMS
Procurement	InterCompany
Procurement	Markup
Procurement	PrintMgmtHierarchy_Purch
Procurement	PrintMgmtNode_Purch
Procurement	PrintMgmtPurch
Procurement	Proc
Procurement	ProcCategory
Procurement	ProcurementAndSourcing
Procurement	ProductInformationManagement
Procurement	Purch
Procurement	PurchPolicy
Procurement	PurchRequest
Procurement	SCMTech
Procurement	TmpSum
Procurement	TS_InvoicedPurch
Procurement	TS_PrecentVendors
Procurement	TS_Purch
Procurement	VendPackingSlip
Procurement	VendPurchaseReturns
Procurement	VendPurchOrder
Procurement	VendReceiptsList
Procurement	Versioning
Procurement	XMLAxId2Code
Procurement	XMLCode2AxId
Procurement Total	
	
Sourcing	*_PurchReq_LineTax
Sourcing	*_PurchReqLine
Sourcing	*_PurchReqTable
Sourcing	*_PurchRFQ
Sourcing	*_PurchRFQCaseLine
Sourcing	*_PurchRFQCaseTable
Sourcing	*_PurchRFQLine
Sourcing	*_PurchRFQTable
Sourcing	*_PurchRFQVendLink
Sourcing	*_RFQ
Sourcing	*_RFQCase
Sourcing	*_RFQJour
Sourcing	*_RFQParmTrans
Sourcing	*_RFQReply
Sourcing	*_RFQTable
Sourcing	*_Srm
Sourcing	*_SrmTest
Sourcing	*PurchReq
Sourcing	*VSS
Sourcing	*VSSAdd
Sourcing	*VSSCreatePSC
Sourcing	*VSSDelete
Sourcing	*VSSDeletePSC
Sourcing	*VSSEdit
Sourcing	*VSSEditPSC
Sourcing	*VSSManagePSC
Sourcing	*VSSToolbar
Sourcing	*VSSView
Sourcing	*VSSViewPSC
Sourcing	Agreement
Sourcing	AmountString
Sourcing	AxdRFQ
Sourcing	AxRFQ
Sourcing	CatExternal
Sourcing	CatProc
Sourcing	CatUserReview
Sourcing	CatVend
Sourcing	EPVendExternalItem
Sourcing	EPVendPacking
Sourcing	EPVendPurch
Sourcing	PdsApprovedVendorList
Sourcing	PrintMgmtNode_PurchRFQ
Sourcing	PrintMgmtNode_VendTable
Sourcing	PrintMgmtVendTable
Sourcing	PurchPurchReq
Sourcing	PurchPurchRFQ
Sourcing	PurchReq
Sourcing	PurchRFQ
Sourcing	Requisition
Sourcing	RoleCenterVendor
Sourcing	Srm
Sourcing	SysListPanel_VendReq
Sourcing	TS_Delivery
Sourcing	TS_TopTen
Sourcing	TS_Vend
Sourcing	UserExternal
Sourcing	UserRequest
Sourcing	VendAccountChooser
Sourcing	VendAccountDefault
Sourcing	VendAccountItemLookup
Sourcing	VendAccountManager
Sourcing	VendBalanceList
Sourcing	VendBankAccount
Sourcing	VendBase
Sourcing	VendCategory
Sourcing	VendCertification
Sourcing	VendDefaultAccounts
Sourcing	VendDefaultLocation
Sourcing	VendDir
Sourcing	VendGroup
Sourcing	VendMetrics
Sourcing	VendNotification
Sourcing	VendOnHold
Sourcing	VendorList
Sourcing	VendorRoleCenter
Sourcing	VendParty
Sourcing	VendPhoneList
Sourcing	VendProfile
Sourcing	VendProspectiveVendorMasterVSSInquire
Sourcing	VendReq
Sourcing	VendRequest
Sourcing	VendReview
Sourcing	VendRFQ
Sourcing	VendSearch
Sourcing	VendSpend
Sourcing	VendTable
Sourcing	VendTop
Sourcing	VendUnsolicited
Sourcing	VendUser
Sourcing	VendVendGroupService
Sourcing	VendVendorProcessInquire
Sourcing	VendVendorReferenceDataInquire
Sourcing	VendVendTableService
Sourcing	VersioningPurchReq
Sourcing	VSS
Sourcing	WorkflowParticipantExpenToken
Sourcing	WorkflowParticipantProvider_Expend
Sourcing Total	
	
Sales	*_InventProductGroup
Sales	*_PriceDisc
Sales	*_Sales
Sales	AddressSelect
Sales	AxCommision
Sales	AxdDelivery
Sales	AxdLineDiscount
Sales	AxDlv
Sales	AxdReturn
Sales	AxdSendPrice
Sales	AxECPCust
Sales	AxFormLetter
Sales	AxInventDim_Price
Sales	AxInventDim_Sales
Sales	AxLanguage
Sales	AxPriceDisc
Sales	AxSales
Sales	BlanketOrder
Sales	Commission
Sales	CSS
Sales	CustConfirm
Sales	CustFormletter
Sales	CustPackingSlip
Sales	CustPickingList
Sales	CustQuotation
Sales	CustSalesLines
Sales	CustUser
Sales	CustVendExternalItem
Sales	Delivery
Sales	DestinationCode
Sales	Dlv
Sales	ECP
Sales	ECPPresentation
Sales	EPCustSignUpRequest
Sales	EPOrderProcessor
Sales	EUSales
Sales	ExportSales
Sales	FormLetter
Sales	ImageListAppl_DeliverySchedule
Sales	InventAllDeadlineGroup
Sales	InventAllSite
Sales	InventFallback
Sales	InventOrderEntry
Sales	InventProductGroup
Sales	InventSiteAllGroupAllActivation
Sales	InventSiteAllGroupSpecificActivation
Sales	InventSiteSpecificGroupAllActivation
Sales	InventSiteSpecificGrSpecificActivation
Sales	InventTablePriceDiscount
Sales	MCRAutoTax
Sales	MCRBroker
Sales	MCRCategoryHierarchyAddCust
Sales	MCRCustCategory
Sales	MCRCustomerSearch
Sales	MCRCustSearch
Sales	MCRCustTableIndex
Sales	MCRDrop
Sales	MCRFullText
Sales	MCRFundCategory
Sales	MCRHierarchyAddCust
Sales	MCRHold
Sales	MCRInventTableIndex
Sales	MCRItemList
Sales	MCRMarginAlert
Sales	MCROMHolds
Sales	MCROrderEvent
Sales	MCROrderHold
Sales	MCROrderNotes
Sales	MCRPriceHistory
Sales	MCRProductSearch
Sales	MCRQuote
Sales	MCRRoyalty
Sales	MCRSalesLineDrop
Sales	MCRSalesTableDetailedStatus
Sales	MCRSuppItem
Sales	PdsComd
Sales	PdsRebate
Sales	Price
Sales	PriceDisc
Sales	PriceList
Sales	PrintMgmtHierarchy_Sales
Sales	PrintMgmtNode_Sales
Sales	PrintMgmtSales
Sales	RCCommission
Sales	RCSales
Sales	Return
Sales	Sales
Sales	SalesQuotation
Sales	Sup
Sales	TAM
Sales	TaxSales
Sales	TmpFrmVirtual
Sales	Trade
Sales	TS_NetSales
Sales	TS_SIFO
Sales	WebProductCatalog
Sales Total	
	
Upgrade framework	ISysUpgrade
Upgrade framework	Release
Upgrade framework	SysAdvancedCompare
Upgrade framework	SysBootstrap
Upgrade framework	SysCheckList
Upgrade framework	SysConnectionString
Upgrade framework	SynchronizeUpdate
Upgrade framework	SynchronizeUpgrade
Upgrade framework	SysCheckListItem_CodeMerge
Upgrade framework	SysCheckListItem_RestartAllAosServ
Upgrade framework	SysDiffUtil
Upgrade framework	SysImpactAnalysis
Upgrade framework	SysUpdateCode
Upgrade framework	SysUpgrade
Upgrade framework	Upgrade
Upgrade Framework Total	
	
Upgrade scripts	ReleaseUpdateDB41
Upgrade scripts	ReleaseUpdateDB41_Basic
Upgrade scripts	ReleaseUpdateDB60
Upgrade scripts	ReleaseUpdateDB60_Basic
Upgrade scripts	ReleaseUpdateDB62
Upgrade Scripts Total	
	
Warehouse and Transportation	TMS
Warehouse and Transportation	WHS
Warehouse and Transportation	WMS
	
Workflow	AlertTracking
Workflow	Event
Workflow	Expression
Workflow	ImageResource_260
Workflow	Microsoft.Dynamics.AX.Expression.Model
Workflow	Microsoft.Dynamics.Framework.MetaModel
Workflow	Microsoft.Dynamics.Framework.Workflow
Workflow	SubWorkflow
Workflow	SysBPCheckWorkflow
Workflow	SysDictWorkflow
Workflow	SysExpression
Workflow	SysListPanel_Workflow
Workflow	SysMailer
Workflow	SysSecurityViewWorkflow
Workflow	SysWorkflow
Workflow	UnifiedWorkList
Workflow	WFEIssue
Workflow	Workflow
Workflow	WRWorkflow
